"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg"
"487","364","Donatas Motiejunas","PF","28","SAS","3","0","13","11.3","22.5",".500","0.0","0.0","","11.3","22.5",".500","0.0","7.5",".000","7.5","3.8","11.3","3.8","0.0","3.8","11.3","22.5","22.5","72","111"
"488","365","Johnathan Motley","PF","23","LAC","22","0","156","11.8","22.1",".534","0.0","0.9",".000","11.8","21.2",".557","7.3","12.1",".600","5.4","10.0","15.4","3.3","1.5","0.9","4.8","8.2","30.9","106","109"
"489","366","Emmanuel Mudiay","PG","22","NYK","59","42","1607","9.9","22.2",".446","2.1","6.3",".329","7.8","15.9",".492","4.3","5.6",".774","1.0","4.9","5.9","6.8","1.3","0.6","4.2","3.1","26.2","102","116"
"490","367","Jamal Murray","PG","21","DEN","75","74","2447","10.3","23.5",".437","3.1","8.3",".367","7.2","15.2",".476","3.8","4.5",".848","1.3","5.1","6.4","7.3","1.3","0.5","3.2","3.1","27.4","110","111"
"491","368","Džanan Musa","SG","19","BRK","9","0","39","11.0","26.8",".409","1.2","12.2",".100","9.8","14.6",".667","0.0","2.4",".000","1.2","4.9","6.1","2.4","2.4","0.0","4.9","1.2","23.2","75","110"
"492","369","Mike Muscala","PF","27","TOT","64","10","1306","5.2","13.0",".402","3.2","9.2",".348","2.0","3.8",".533","2.5","3.1",".824","2.1","6.7","8.8","2.7","0.8","1.4","1.7","4.7","16.2","113","111"
"493","369","Mike Muscala","PF","27","PHI","47","6","1041","4.9","12.6",".392","3.1","9.0",".342","1.9","3.6",".519","2.9","3.5",".818","2.3","6.8","9.1","2.8","0.8","1.2","2.0","5.1","15.8","112","111"
"494","369","Mike Muscala","PF","27","LAL","17","4","265","6.3","14.6",".434","3.7","10.0",".368","2.6","4.6",".577","1.2","1.4",".875","1.1","6.7","7.7","2.5","0.7","1.9","0.9","3.2","17.6","117","111"
"495","370","Sviatoslav Mykhailiuk","SF","21","TOT","42","0","440","4.9","14.8",".329","3.1","9.4",".326","1.8","5.4",".333","1.3","2.1",".600","1.0","2.9","3.8","3.9","1.5","0.1","2.2","2.7","14.1","92","113"
"496","370","Sviatoslav Mykhailiuk","SF","21","LAL","39","0","420","4.9","14.6",".333","3.0","9.4",".318","1.9","5.2",".362","1.3","2.2",".600","0.9","2.9","3.8","3.7","1.4","0.1","2.2","2.8","14.1","91","114"
"497","370","Sviatoslav Mykhailiuk","SF","21","DET","3","0","20","4.9","19.7",".250","4.9","9.9",".500","0.0","9.9",".000","0.0","0.0","","2.5","2.5","4.9","9.9","2.5","0.0","2.5","0.0","14.8","96","111"
"498","371","Abdel Nader","SF","25","OKC","61","1","694","6.1","14.5",".423","2.2","6.7",".320","4.0","7.7",".513","1.8","2.4",".750","0.9","6.9","7.8","1.3","1.3","0.8","1.7","4.6","16.2","102","108"
"499","372","Larry Nance Jr.","C","26","CLE","67","30","1795","6.9","13.3",".520","0.9","2.7",".337","6.0","10.5",".567","2.7","3.7",".716","4.6","10.6","15.3","5.9","2.8","1.1","2.7","5.3","17.3","120","112"
"500","373","Shabazz Napier","PG","27","BRK","56","2","983","8.2","21.1",".389","3.7","11.0",".333","4.5","10.0",".449","5.6","6.7",".833","0.9","4.0","4.8","6.9","2.0","0.8","3.2","3.2","25.6","109","110"
"501","374","Raul Neto","PG","26","UTA","37","1","474","7.5","16.3",".460","2.0","6.1",".333","5.5","10.2",".535","2.8","3.3",".848","0.6","5.7","6.3","9.4","1.4","0.4","3.5","4.9","19.8","111","108"
"502","375","Georges Niang","PF","25","UTA","59","0","516","8.0","16.8",".475","4.0","9.7",".410","4.0","7.0",".566","1.9","2.2",".833","1.0","7.0","8.1","3.2","0.9","0.6","2.1","5.3","21.8","115","108"
"503","376","Joakim Noah","C","33","MEM","42","1","693","7.9","15.3",".516","0.0","0.1",".000","7.9","15.2",".519","5.6","7.8",".716","4.2","12.9","17.1","6.4","1.4","2.2","3.6","6.9","21.4","113","105"
"504","377","Nerlens Noel","C","24","OKC","77","2","1055","7.2","12.2",".587","0.0","0.0","","7.2","12.2",".587","2.4","3.5",".684","5.6","8.8","14.4","2.0","2.9","4.2","2.1","7.3","16.7","122","99"
"505","378","Dirk Nowitzki","PF","40","DAL","51","20","795","8.2","22.9",".359","3.9","12.5",".312","4.3","10.4",".415","2.4","3.1",".780","0.3","9.3","9.6","2.1","0.5","1.1","1.1","4.6","22.8","96","111"
"506","379","Frank Ntilikina","PG","20","NYK","43","16","904","5.1","15.0",".337","1.8","6.1",".287","3.3","8.9",".371","1.2","1.6",".767","0.6","4.0","4.6","6.5","1.6","0.7","3.0","5.5","13.1","88","115"
"507","380","James Nunnally","SF","28","TOT","15","0","102","5.7","16.1",".353","3.8","11.8",".320","1.9","4.3",".444","1.9","1.9","1.000","0.0","2.4","2.4","3.3","0.5","0.0","0.5","4.7","17.1","110","119"
"508","380","James Nunnally","SF","28","MIN","13","0","64","6.7","15.7",".429","3.7","9.7",".385","3.0","6.0",".500","3.0","3.0","1.000","0.0","3.0","3.0","3.7","0.7","0.0","0.7","3.0","20.2","124","119"
"509","380","James Nunnally","SF","28","HOU","2","0","38","3.9","16.8",".231","3.9","15.5",".250","0.0","1.3",".000","0.0","0.0","","0.0","1.3","1.3","2.6","0.0","0.0","0.0","7.7","11.6","83","119"
"510","381","Jusuf Nurkic","C","24","POR","72","72","1974","10.3","20.3",".508","0.1","0.7",".103","10.2","19.6",".523","6.9","9.0",".773","6.0","12.4","18.4","5.7","1.7","2.5","4.1","6.1","27.6","116","105"
"511","382","David Nwaba","SF","26","CLE","51","14","984","6.4","13.2",".481","1.2","3.8",".320","5.1","9.4",".545","2.9","4.3",".682","2.1","6.2","8.2","2.7","1.8","0.9","1.5","5.4","16.9","115","116"
"512","383","Royce O'Neale","SF","25","UTA","82","16","1671","4.7","9.8",".475","1.9","5.0",".386","2.7","4.8",".569","0.9","1.2",".762","0.6","7.5","8.2","3.6","1.5","0.7","2.0","4.9","12.2","108","106"
"513","384","Kyle O'Quinn","C","28","IND","45","3","371","9.1","17.9",".507","0.1","1.6",".083","9.0","16.3",".548","2.2","2.8",".810","3.8","11.9","15.7","7.4","1.2","3.3","4.1","9.0","20.6","106","102"
"514","385","Semi Ojeleye","PF","24","BOS","56","3","594","5.4","12.8",".424","2.3","7.2",".315","3.2","5.6",".565","1.9","3.2",".615","1.9","5.0","7.0","1.9","0.8","0.3","1.5","3.5","15.1","106","112"
"515","386","Jahlil Okafor","C","23","NOP","59","24","935","10.5","18.0",".586","0.0","0.2",".200","10.5","17.7",".591","2.9","4.4",".663","4.1","9.7","13.8","2.0","0.7","2.0","2.6","4.8","24.1","115","112"
"516","387","Elie Okobo","PG","21","PHO","53","16","958","5.7","14.5",".393","1.9","6.6",".295","3.7","7.9",".475","1.8","2.3",".787","0.6","4.3","4.9","6.3","1.6","0.3","3.4","5.4","15.2","94","117"
"517","388","Josh Okogie","SG","20","MIN","74","52","1757","5.3","13.9",".386","1.6","5.9",".279","3.7","8.0",".464","3.2","4.4",".728","1.1","4.8","5.9","2.5","2.4","0.9","1.7","4.5","15.5","101","113"
"518","389","Victor Oladipo","SG","26","IND","36","36","1147","10.6","25.1",".423","3.2","9.2",".343","7.5","15.9",".470","4.4","6.0",".730","0.9","7.7","8.6","7.9","2.6","0.5","3.5","3.1","28.8","104","105"
"519","390","Kelly Olynyk","PF","27","MIA","79","36","1812","7.0","15.2",".463","3.0","8.6",".354","4.0","6.6",".604","4.1","5.0",".822","1.9","8.2","10.1","3.8","1.4","1.0","3.1","4.9","21.2","114","108"
"520","391","Cedi Osman","SF","23","CLE","76","75","2444","7.3","17.2",".427","2.6","7.6",".348","4.7","9.6",".489","2.9","3.7",".779","0.9","6.3","7.3","4.0","1.2","0.2","2.3","4.0","20.1","106","118"
"521","392","Kelly Oubre Jr.","SF","23","TOT","69","19","1935","9.2","20.7",".445","2.7","8.3",".320","6.6","12.4",".530","4.6","6.0",".775","1.7","6.2","8.0","2.1","2.1","1.5","2.5","4.5","25.8","105","113"
"522","392","Kelly Oubre Jr.","SF","23","WAS","29","7","755","8.3","19.1",".433","2.6","8.3",".311","5.7","10.9",".526","4.3","5.3",".800","1.5","6.6","8.1","1.3","1.7","1.3","1.9","4.5","23.4","105","113"
"523","392","Kelly Oubre Jr.","SF","23","PHO","40","12","1180","9.8","21.7",".453","2.7","8.3",".325","7.1","13.4",".532","4.9","6.4",".761","1.9","6.0","7.9","2.6","2.3","1.6","3.0","4.5","27.3","105","113"
"524","393","Zaza Pachulia","C","34","DET","68","3","878","4.8","10.8",".440","0.0","0.2",".000","4.8","10.6",".450","5.4","7.0",".782","5.6","9.3","14.9","5.1","1.7","1.0","3.2","8.5","15.0","114","107"
"525","394","Jabari Parker","PF","23","TOT","64","17","1724","10.3","20.9",".493","1.7","5.4",".313","8.6","15.4",".556","3.7","5.1",".712","2.2","9.5","11.7","4.2","1.3","0.8","4.2","4.0","25.9","102","113"
"526","394","Jabari Parker","PF","23","CHI","39","17","1042","10.2","21.6",".474","1.7","5.3",".325","8.5","16.3",".523","3.7","5.0",".731","1.9","9.3","11.2","3.9","1.1","0.7","3.9","4.0","25.9","100","113"
"527","394","Jabari Parker","PF","23","WAS","25","0","682","10.3","19.8",".523","1.7","5.6",".296","8.7","14.2",".613","3.6","5.3",".684","2.6","9.9","12.5","4.7","1.6","1.1","4.7","4.0","26.0","105","112"
"528","395","Tony Parker","PG","36","CHO","56","0","1003","10.3","22.4",".460","0.6","2.5",".255","9.7","20.0",".485","4.4","6.0",".734","0.7","3.3","4.0","10.0","1.0","0.3","3.6","2.6","25.7","106","117"
"529","396","Chandler Parsons","SF","30","MEM","25","3","496","6.8","18.2",".374","2.9","9.4",".309","3.9","8.8",".443","2.2","2.5",".880","0.4","6.6","7.0","4.3","1.9","0.5","3.2","4.5","18.7","91","109"
"530","397","Patrick Patterson","PF","29","OKC","63","5","861","4.4","11.9",".374","2.5","7.4",".336","2.0","4.4",".439","1.0","1.6",".633","2.3","5.7","8.0","1.7","0.9","0.7","1.2","2.5","12.4","106","110"
"531","398","Justin Patton","C","21","PHI","3","0","21","4.5","15.7",".286","0.0","4.5",".000","4.5","11.2",".400","2.2","4.5",".500","4.5","9.0","13.5","6.7","4.5","0.0","0.0","11.2","11.2","99","103"
"532","399","Chris Paul","PG","33","HOU","58","58","1857","8.0","19.0",".419","3.4","9.4",".358","4.6","9.6",".479","4.6","5.4",".862","1.0","6.0","7.0","12.5","3.0","0.5","4.0","3.9","23.9","118","109"
"533","400","Cameron Payne","PG","24","TOT","40","13","712","6.6","15.3",".430","1.7","5.8",".298","4.9","9.5",".511","2.3","2.8",".805","0.9","4.0","4.9","7.3","1.9","0.6","3.1","4.4","17.1","103","115"
"534","400","Cameron Payne","PG","24","CHI","31","12","536","6.2","15.2",".411","1.4","5.3",".271","4.8","9.9",".486","2.0","2.3",".880","0.9","3.9","4.8","7.5","1.8","0.5","3.1","4.4","15.9","99","115"
"535","400","Cameron Payne","PG","24","CLE","9","1","176","7.6","15.5",".491","2.5","7.1",".360","5.1","8.5",".600","3.1","4.5",".688","0.8","4.5","5.4","6.5","2.3","0.8","3.1","4.2","20.9","114","116"
"536","401","Elfrid Payton","PG","24","NOP","42","42","1250","6.7","15.3",".434","1.2","3.9",".314","5.4","11.4",".476","2.0","2.8",".743","1.8","6.4","8.2","11.9","1.6","0.6","4.2","3.0","16.6","106","113"
"537","402","Gary Payton II","PG","26","WAS","3","0","16","14.8","23.7",".625","3.0","5.9",".500","11.8","17.8",".667","0.0","0.0","","3.0","3.0","5.9","11.8","8.9","3.0","3.0","5.9","32.6","135","97"
"538","403","Theo Pinson","SG","23","BRK","18","0","211","5.6","16.5",".342","2.7","10.4",".261","2.9","6.1",".481","4.3","5.0",".864","0.9","7.2","8.1","4.7","1.4","0.0","4.1","3.4","18.3","94","111"
"539","404","Mason Plumlee","C","28","DEN","82","17","1731","7.4","12.5",".593","0.1","0.3",".200","7.4","12.3",".602","3.1","5.6",".561","4.7","10.2","14.9","6.9","1.9","2.2","3.6","7.2","18.1","117","105"
"540","405","Miles Plumlee","C","30","ATL","18","0","173","8.5","12.8",".667","0.0","0.0","","8.5","12.8",".667","4.3","8.0",".533","4.3","6.1","10.4","4.5","1.6","1.1","2.7","3.7","21.4","125","114"
"541","406","Jakob Poeltl","C","23","SAS","77","24","1273","7.2","11.1",".645","0.0","0.0","","7.2","11.1",".645","1.9","3.5",".533","6.8","8.9","15.7","3.6","1.1","2.6","1.8","4.8","16.2","133","108"
"542","407","Quincy Pondexter","SF","30","SAS","53","0","292","4.9","9.7",".500","1.0","3.0",".333","3.8","6.7",".575","5.7","7.0",".810","1.3","6.4","7.7","4.0","1.8","0.2","2.2","4.0","16.4","123","111"
"543","408","Otto Porter","SF","25","TOT","56","43","1683","8.5","18.2",".465","2.9","7.3",".406","5.5","11.0",".504","2.2","2.7",".813","1.5","7.4","8.9","3.4","2.3","0.9","1.8","3.1","22.1","111","112"
"544","408","Otto Porter","SF","25","WAS","41","28","1191","8.0","17.6",".457","2.6","7.0",".369","5.4","10.6",".515","1.9","2.5",".766","1.6","7.6","9.2","3.2","2.5","0.9","1.6","3.1","20.6","110","111"
"545","408","Otto Porter","SF","25","CHI","15","15","492","9.6","19.8",".483","3.8","7.9",".488","5.7","11.9",".479","2.9","3.2",".906","1.4","6.8","8.2","3.9","1.8","0.9","2.5","2.9","25.8","115","113"
"546","409","Bobby Portis","PF","23","TOT","50","28","1299","10.3","23.1",".444","2.8","7.0",".393","7.5","16.1",".467","2.8","3.6",".794","4.0","10.8","14.8","2.7","1.3","0.7","2.7","5.3","26.1","104","112"
"547","409","Bobby Portis","PF","23","CHI","22","6","531","11.1","24.8",".450","2.5","6.6",".375","8.7","18.2",".477","3.6","4.6",".780","4.2","10.5","14.7","2.6","1.0","0.7","2.6","5.6","28.3","105","113"
"548","409","Bobby Portis","PF","23","WAS","28","22","768","9.7","22.0",".440","3.0","7.3",".403","6.7","14.7",".458","2.3","2.9",".809","3.9","11.0","14.9","2.7","1.5","0.7","2.8","5.2","24.7","104","112"
"549","410","Dwight Powell","C","27","DAL","77","22","1662","8.5","14.2",".597","1.1","3.7",".307","7.3","10.5",".699","5.7","7.4",".772","4.1","7.9","12.0","3.3","1.3","1.5","2.0","5.9","23.8","135","110"
"550","411","Norman Powell","SG","25","TOR","60","3","1126","8.2","17.0",".483","2.9","7.2",".400","5.3","9.8",".543","2.6","3.2",".827","0.7","5.2","5.9","3.9","1.7","0.6","2.8","4.1","22.0","110","109"
"551","412","Alex Poythress","PF","25","ATL","21","1","305","6.1","12.3",".494","1.4","3.5",".391","4.7","8.8",".534","2.7","4.4",".621","4.4","7.1","11.5","2.6","0.6","1.5","2.0","7.1","16.2","117","115"
"552","413","Taurean Prince","SF","24","ATL","55","47","1552","7.8","17.7",".441","3.7","9.4",".390","4.1","8.3",".498","2.8","3.5",".819","0.7","5.3","5.9","3.5","1.6","0.6","3.0","4.2","22.1","106","115"
"553","414","Zhou Qi","PF","23","HOU","1","0","1","49.1","49.1","1.000","0.0","0.0","","49.1","49.1","1.000","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98.1","200","120"
"554","415","Ivan Rabb","PF","21","MEM","49","13","721","8.0","14.6",".547","0.2","1.0",".200","7.8","13.6",".574","3.4","4.8",".710","4.8","9.4","14.2","3.7","1.2","1.0","2.4","6.2","19.6","117","109"
"555","416","Chasson Randle","PG","25","WAS","49","2","743","5.8","13.8",".419","2.9","7.3",".400","2.9","6.5",".441","2.7","4.0",".694","0.6","2.9","3.6","6.2","1.6","0.2","2.7","5.8","17.3","108","117"
"556","417","Julius Randle","PF","24","NOP","73","49","2232","11.9","22.7",".524","1.4","4.1",".344","10.5","18.6",".564","7.4","10.1",".731","3.4","9.8","13.2","4.8","1.1","0.9","4.3","5.1","32.6","113","112"
"557","418","J.J. Redick","SG","34","PHI","76","63","2379","9.0","20.4",".440","4.8","12.0",".397","4.2","8.4",".502","4.5","5.1",".894","0.4","3.3","3.7","4.1","0.6","0.3","2.0","2.6","27.2","118","115"
"558","419","Davon Reed","SG","23","IND","10","0","47","5.2","12.5",".417","2.1","4.2",".500","3.1","8.3",".375","0.0","0.0","","2.1","4.2","6.2","3.1","1.0","0.0","1.0","3.1","12.5","107","111"
"559","420","Cameron Reynolds","SG","23","MIN","19","0","259","6.1","14.4",".423","3.9","9.4",".412","2.2","5.0",".444","1.5","1.7",".889","0.7","5.0","5.7","2.4","1.1","0.4","0.9","4.8","17.6","118","116"
"560","421","Josh Richardson","SG","25","MIA","73","73","2539","8.1","19.7",".412","3.2","8.9",".357","5.0","10.9",".458","3.8","4.4",".861","1.0","4.0","5.1","5.7","1.5","0.7","2.2","3.8","23.3","111","110"
"561","422","Malachi Richardson","SG","23","TOR","22","0","103","4.2","13.5",".310","3.7","11.6",".320","0.5","1.9",".250","1.9","2.3",".800","0.9","5.1","6.0","0.0","0.5","0.0","3.7","6.0","14.0","79","112"
"562","423","Austin Rivers","SG","26","TOT","76","15","2028","5.5","13.7",".406","2.5","7.8",".318","3.1","5.9",".522","1.2","2.3",".526","0.6","3.3","3.9","4.0","1.1","0.5","1.6","4.9","14.8","104","116"
"563","423","Austin Rivers","SG","26","WAS","29","2","683","5.3","13.5",".392","2.3","7.3",".311","3.0","6.1",".489","1.7","3.2",".543","0.7","4.2","4.9","4.0","1.2","0.7","2.5","5.0","14.6","95","116"
"564","423","Austin Rivers","SG","26","HOU","47","13","1345","5.7","13.8",".413","2.6","8.1",".321","3.1","5.7",".541","0.9","1.8",".510","0.5","2.8","3.3","4.0","1.1","0.5","1.2","4.9","14.9","109","115"
"565","424","Devin Robinson","SF","23","WAS","7","0","95","9.5","16.0",".594","0.0","1.0",".000","9.5","15.0",".633","4.5","7.0",".643","3.0","7.0","10.0","3.0","2.0","3.0","1.0","5.5","23.4","127","110"
"566","425","Duncan Robinson","SF","24","MIA","15","1","161","5.5","14.0",".391","3.0","10.6",".286","2.4","3.3",".727","1.2","1.8",".667","0.6","5.2","5.8","1.5","1.5","0.0","1.2","3.3","15.2","102","111"
"567","426","Glenn Robinson III","SF","25","DET","47","18","610","6.0","14.2",".420","1.5","5.0",".290","4.5","9.2",".491","2.6","3.2",".800","1.4","4.4","5.7","1.7","1.1","0.6","1.5","3.6","16.0","104","112"
"568","427","Jerome Robinson","SG","21","LAC","33","0","320","6.5","16.2",".400","2.7","8.4",".316","3.8","7.8",".491","0.9","1.3",".667","0.4","5.6","6.0","2.8","1.6","0.4","1.9","6.8","16.5","96","112"
"569","428","Mitchell Robinson","C","20","NYK","66","19","1360","7.2","10.3",".694","0.0","0.0","","7.2","10.3",".694","2.9","4.8",".600","6.3","8.7","15.0","1.3","1.8","5.7","1.2","7.7","17.2","140","106"
"570","429","Rajon Rondo","PG","32","LAL","46","29","1369","5.9","14.7",".405","1.7","4.8",".359","4.2","9.9",".428","0.8","1.2",".639","1.2","7.1","8.3","12.5","1.9","0.2","4.3","3.4","14.4","100","110"
"571","430","Derrick Rose","PG","30","MIN","51","13","1392","12.5","25.9",".482","1.9","5.0",".370","10.6","20.9",".509","4.7","5.5",".856","1.1","3.7","4.8","7.6","1.1","0.4","2.8","2.0","31.6","114","117"
"572","431","Terrence Ross","SG","27","ORL","81","0","2150","10.0","23.4",".428","4.9","12.9",".383","5.1","10.5",".484","2.9","3.3",".875","0.6","5.8","6.4","3.1","1.6","0.7","2.0","2.7","27.8","108","109"
"573","432","Terry Rozier","PG","24","BOS","79","14","1791","6.9","17.9",".387","3.2","9.1",".353","3.7","8.8",".422","2.0","2.5",".785","0.9","7.4","8.3","6.2","1.8","0.6","1.8","2.7","19.0","106","108"
"574","433","Ricky Rubio","PG","28","UTA","68","67","1899","7.4","18.4",".404","2.0","6.4",".311","5.4","12.0",".454","4.9","5.7",".855","0.8","5.3","6.1","10.5","2.3","0.3","4.5","4.5","21.8","105","107"
"575","434","D'Angelo Russell","PG","22","BRK","81","81","2448","12.8","29.5",".434","4.5","12.3",".369","8.3","17.1",".482","3.1","4.0",".780","1.0","5.1","6.1","10.9","1.9","0.4","4.9","2.7","33.3","107","110"
"576","435","Domantas Sabonis","C","22","IND","74","5","1838","11.0","18.6",".590","0.2","0.5",".529","10.8","18.2",".592","5.5","7.7",".715","5.0","13.4","18.4","5.6","1.3","0.8","4.3","6.4","27.8","118","104"
"577","436","Brandon Sampson","SG","21","CHI","14","2","214","6.3","13.6",".467","2.5","6.6",".379","3.9","7.0",".548","0.9","1.4",".667","0.7","2.9","3.6","2.3","1.8","0.7","2.7","4.3","16.1","98","115"
"578","437","JaKarr Sampson","SF","25","CHI","4","0","127","11.1","20.6",".537","1.9","5.3",".357","9.2","15.3",".600","6.5","8.0",".810","1.9","10.3","12.2","1.5","1.5","1.1","1.5","3.1","30.5","123","111"
"579","438","Dario Šaric","PF","24","TOT","81","41","2023","7.2","16.4",".437","2.8","7.6",".365","4.4","8.8",".499","3.1","3.5",".880","3.0","7.8","10.8","3.0","1.1","0.2","2.3","4.3","20.3","113","114"
"580","438","Dario Šaric","PF","24","PHI","13","13","396","5.7","15.7",".364","2.5","8.3",".300","3.2","7.4",".435","3.2","3.6",".900","2.5","7.8","10.3","3.1","0.5","0.4","3.0","4.7","17.2","99","113"
"581","438","Dario Šaric","PF","24","MIN","68","28","1627","7.5","16.6",".454","2.9","7.5",".383","4.7","9.2",".511","3.1","3.5",".875","3.1","7.8","10.9","3.0","1.2","0.2","2.1","4.2","21.0","116","114"
"582","439","Tomáš Satoranský","PG","27","WAS","80","54","2164","5.6","11.6",".485","1.4","3.5",".395","4.2","8.1",".524","2.9","3.5",".819","1.8","4.3","6.1","8.7","1.8","0.3","2.6","3.8","15.5","121","116"
"583","440","Dennis Schröder","PG","25","OKC","79","14","2314","9.2","22.3",".414","2.5","7.3",".341","6.7","14.9",".450","3.8","4.6",".819","0.8","5.0","5.7","6.5","1.3","0.2","3.5","3.8","24.7","103","110"
"584","441","Mike Scott","PF","30","TOT","79","3","1395","5.7","14.2",".400","3.4","8.5",".401","2.3","5.7",".399","0.7","1.1",".667","1.5","7.9","9.3","2.2","0.9","0.4","1.5","5.3","15.5","105","112"
"585","441","Mike Scott","PF","30","LAC","52","0","748","5.8","14.5",".400","3.3","8.4",".391","2.5","6.1",".412","0.8","1.1",".667","1.5","9.5","11.0","2.8","1.1","0.5","1.7","5.6","15.6","104","111"
"586","441","Mike Scott","PF","30","PHI","27","3","647","5.5","13.9",".400","3.6","8.7",".412","2.0","5.2",".380","0.7","1.1",".667","1.4","6.1","7.4","1.6","0.7","0.4","1.2","5.0","15.4","107","113"
"587","442","Thabo Sefolosha","SF","34","UTA","50","2","609","5.6","11.7",".477","2.7","6.1",".436","2.9","5.6",".521","1.1","1.7",".636","0.6","9.0","9.7","2.1","3.4","0.4","2.0","3.2","14.9","107","102"
"588","443","Wayne Selden","SG","24","TOT","75","13","1439","6.7","16.4",".406","1.9","5.9",".316","4.8","10.5",".456","2.3","3.1",".728","1.3","4.9","6.1","3.7","1.1","0.4","2.7","4.4","17.5","95","115"
"589","443","Wayne Selden","SG","24","MEM","32","0","455","7.1","17.6",".404","2.2","6.9",".317","4.9","10.7",".459","2.4","3.2",".759","1.7","3.1","4.8","3.9","1.1","0.7","2.5","5.2","18.8","98","113"
"590","443","Wayne Selden","SG","24","CHI","43","13","984","6.5","15.9",".407","1.7","5.5",".315","4.7","10.4",".455","2.2","3.1",".714","1.0","5.7","6.7","3.6","1.1","0.3","2.8","4.1","16.9","94","115"
"591","444","Collin Sexton","PG","20","CLE","82","72","2605","9.9","23.0",".430","2.3","5.6",".402","7.6","17.4",".440","4.1","4.9",".839","1.1","3.4","4.5","4.6","0.8","0.1","3.5","3.5","26.1","101","121"
"592","445","Landry Shamet","SG","21","TOT","79","27","1802","6.3","14.6",".431","4.4","10.4",".422","1.9","4.2",".453","2.0","2.4",".806","0.6","3.0","3.5","3.1","1.0","0.3","1.2","4.1","18.9","120","115"
"593","445","Landry Shamet","SG","21","PHI","54","4","1108","6.5","14.8",".441","4.2","10.4",".404","2.3","4.3",".529","1.9","2.3",".815","0.6","2.7","3.3","2.5","1.0","0.3","1.1","4.5","19.1","119","114"
"594","445","Landry Shamet","SG","21","LAC","25","23","694","5.9","14.3",".414","4.6","10.3",".450","1.3","4.0",".322","2.1","2.7",".795","0.5","3.3","3.8","3.9","0.9","0.1","1.3","3.3","18.6","120","116"
"595","446","Iman Shumpert","SG","28","TOT","62","41","1481","5.3","14.2",".374","3.0","8.7",".348","2.3","5.5",".416","1.1","1.4",".800","0.9","5.0","5.8","3.6","1.9","0.8","1.6","4.0","14.8","103","112"
"596","446","Iman Shumpert","SG","28","SAC","42","40","1099","5.6","14.7",".382","3.1","8.6",".366","2.5","6.2",".404","1.4","1.7",".829","0.8","4.7","5.5","3.9","2.0","0.8","1.6","3.9","15.8","105","112"
"597","446","Iman Shumpert","SG","28","HOU","20","1","382","4.4","12.6",".347","2.7","9.1",".296","1.7","3.5",".481","0.3","0.5",".500","1.0","5.9","6.9","2.7","1.5","0.5","1.5","4.5","11.7","96","112"
"598","447","Pascal Siakam","PF","24","TOR","80","79","2548","9.8","17.8",".549","1.5","4.0",".369","8.3","13.7",".602","4.5","5.7",".785","2.3","8.0","10.3","4.7","1.4","1.0","2.9","4.5","25.5","120","107"
"599","448","Jordan Sibert","SG","26","ATL","1","0","4","11.6","11.6","1.000","11.6","11.6","1.000","0.0","0.0","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.7","300","123"
"600","449","Ben Simmons","PG","22","PHI","79","79","2700","9.4","16.8",".563","0.0","0.1",".000","9.4","16.7",".566","4.5","7.5",".600","3.0","9.2","12.2","10.7","2.0","1.1","4.8","3.7","23.4","114","108"
"601","450","Jonathon Simmons","SG-SF","29","TOT","56","9","1064","6.1","16.0",".380","1.3","4.7",".269","4.8","11.2",".427","3.3","4.4",".742","1.2","4.5","5.8","5.8","1.3","0.7","3.1","4.1","16.7","95","111"
"602","450","Jonathon Simmons","SG","29","ORL","41","9","845","6.0","16.6",".364","1.1","4.8",".229","4.9","11.8",".419","3.2","4.2",".778","1.3","4.5","5.8","5.5","1.0","0.8","3.2","3.9","16.4","91","111"
"603","450","Jonathon Simmons","SF","29","PHI","15","0","219","6.3","13.8",".453","1.9","4.5",".429","4.3","9.3",".465","3.5","5.4",".640","0.9","4.7","5.6","7.1","2.4","0.2","2.6","4.5","17.9","112","110"
"604","451","Kobi Simmons","PG","21","CLE","1","0","2","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","125"
"605","452","Anfernee Simons","SG","19","POR","20","1","141","9.6","21.6",".444","3.4","10.0",".345","6.2","11.7",".529","3.1","5.5",".563","1.0","3.4","4.5","4.5","0.3","0.0","3.8","3.1","25.8","102","116"
"606","453","Marcus Smart","SG","24","BOS","80","60","2200","5.2","12.4",".422","2.8","7.6",".364","2.5","4.8",".511","2.3","2.8",".806","1.2","3.9","5.1","7.0","3.1","0.6","2.7","4.4","15.5","113","107"
"607","454","Dennis Smith Jr.","PG","21","TOT","53","50","1508","8.9","20.9",".428","2.1","6.7",".322","6.8","14.2",".477","3.2","5.0",".635","1.0","3.9","5.0","8.1","2.1","0.6","4.9","4.1","23.2","96","112"
